id,name,tier,finalScore,baseScore,authScore,role,seniority,status,needsManualReview,outletName,outletSlug,outletTier,outletDR,competitorBacklinks,writesForCount,writesFor,beats,credentials,certifications,certificationsVerified,education,yearsInIndustry,location,linkedin,twitter,muckrack,personalSite,authorUrl,email,emailVerified,quotedInTier1,tvAppearances,authoredBooks,industryAwards,linkedinFollowers,linkedinConnections,linkedinFetchedAt,muckrackArticleCount,hasKnowledgePanel,ownedDomain,finraBrokerCheckStatus,discoveryMethod,notes,bio
martin-jensen-propfirmmatch,Martin Jensen,B,75,66,14,Co-Founder & CEO — Prop Firm Match,chief,active,,PropFirmMatch,propfirmmatch,T3,52,0,1,propfirmmatch,prop; forex; stocks; crypto,,,,,8,"Norway (Madison, US listed as secondary per LinkedIn)",https://www.linkedin.com/in/martin-jensen-pfm/,,,https://propfirmmatch.com,https://propfirmmatch.com/about-us,,,Forbes LA; TechBullion,,,,,500+,2026-04-16,,,propfirmmatch.com,,websearch_primary + Rule A (page 403 → WebSearch confirmation),,"Co-Founder and CEO of Prop Firm Match. Seasoned trader with eight years of experience in the financial markets trading stocks, indices and crypto. Co-founded Prop Firm Match in 2023 with John Ramos (CTO) to connect traders with prop firms matching their skills. PFM won 2024 Global Recognition Award; 100,000+ traders have used the platform."
joshua-unseth-bitcoinmagazine,Joshua Unseth,B,75,65,16,"Contributor — Bitcoin Magazine (primary: Director of Marketing, Alarm Grid)",contributor,active,,Bitcoin Magazine,bitcoinmagazine,T2,78,4,1,bitcoinmagazine,bitcoin; crypto; tech,,,,BA Sociology (Honors)@Brown University(2004-2009),16,"Pompano Beach, Florida, United States",https://www.linkedin.com/in/junseth/,https://x.com/junseth,,https://junseth.com,https://bitcoinmagazine.com/authors/joshua-unseth,junseth@gmail.com,y,,,,,,500+,2026-04-16,,,"junseth.com, alarmgrid.com",,websearch_fallback + Rule A,,Contributor to Bitcoin Magazine involved with Bitcoin since 2010. Co-organizer of South Florida's Bitcoin meetup and regular speaker/writer on marketing and Bitcoin. Primary role: Director of Marketing at Alarm Grid home security (a company he founded in 2012). Personal blog at junseth.com.
daniel-ivandjiiski,Daniel Ivandjiiski,B,74,62,19,Founder / Publisher — ZeroHedge (primary 'Tyler Durden' pseudonym),chief,active,,ZeroHedge,zerohedge,T2,82,7,1,zerohedge,markets; finance,,,,HS Diploma@American College of Sofia(1997); Molecular Biology (incomplete)@University of Pennsylvania,20,United States (formerly Bulgaria),,,,https://www.zerohedge.com/,,,,Bloomberg (subject),,,,,,,,y,zerohedge.com,prior_disciplinary_2006,L7 WebSearch (Wikipedia + FinanceMagnates + SCMP exposé),Pseudonym shared by up to 40 contributors — Tyler Durden = collective byline. FINRA disciplinary history flagged.,"Bulgarian-born, US-based former investment banker and capital-markets trader; founded ZeroHedge in January 2009 and remains publisher and main editor. Born 8 November 1978 in Sofia. Graduated American College of Sofia (1997); studied molecular biology at University of Pennsylvania until 2001. All ZeroHedge contributors publish under collective pseudonym 'Tyler Durden' (Fight Club reference). Unmasked by Bloomberg 29 April 2016 alongside Tim Backshall and Colin Lokey. FINRA charge in 2006 ($780 insider trade at Miller Buckfire)."
camila-russo,Camila Russo,B,74,65,14,Contributor (DeFi writer) — former CoinMarketCap; Founder of The Defiant,contributor,active,,CoinMarketCap,coinmarketcap,T1,91,6,1,coinmarketcap,defi; crypto; markets,,,,MSc Journalism@Northwestern University (Medill School of Journalism); Bachelor's@Pontificia Universidad Católica de Chile,,,,https://twitter.com/CamiRusso,,https://thedefiant.io,https://coinmarketcap.com/academy/author/camila-russo,,,Bloomberg,,The Infinite Machine,,,,,,,thedefiant.io,,direct_aggregate L5.5,,"Journalist, author and founder covering crypto and finance with a focus on DeFi. Formerly at Bloomberg News as markets reporter (New York, Madrid, Buenos Aires). Author of 'The Infinite Machine', the first book on the history of Ethereum. Founder of The Defiant, a decentralized finance content platform. MSc Journalism from Northwestern University's Medill School."
larry-cheung-cfa,"Larry Cheung, CFA",B,74,65,14,Founder — Tigerway / Investment Strategist / Seeking Alpha Contributor,contributor,active,,Seeking Alpha,seekingalpha,T2,88,8,1,seekingalpha,investing; stocks; markets; options,CFA,CFA,n,,,,https://www.linkedin.com/in/larrycheung/,,,https://substack.com/@larrycheungcfa,https://seekingalpha.com/author/larry-cheung-cfa,,,,,,,,500+,2026-04-16T00:00:00Z,,,tigerway,,L7-WebSearch (SA 403) + Rule A,,"CFA Charterholder and independent Investment Strategist with a broad focus on U.S. & China stocks. Formerly worked buyside in Macroeconomic Research and Credit Strategies. YouTube's U.S. & China Investment Strategist with 140K+ subscribers (~5.11M total video views). Founder at Tigerway. Key Opinion Leader in Finance. Active on Substack (30K+ subscribers), Twitter, Instagram. Focus combines long-term direct shares ownership with options selling for portfolio alpha. Teaches DCF Financial Modeling."
christian-harris,Christian Harris,B,74,63,18,Broker Analyst and Editor — DayTrading.com,editor,active,,DayTrading.com,daytrading,T3,55,0,1,daytrading,forex; cfd; stocks; crypto; futures; day-trading; trading-education,CISI IM (in progress),Chartered Institute for Securities & Investment (CISI) Investment Management,n,BA (Hons) Publishing@,30,,,,,https://linktr.ee/crh_55,https://www.daytrading.com/contributors/christian-harris,christian.harris@daytrading.com,y,,,,,,,,,,,,L5.5-direct,,"Over 30 years' experience as a professional journalist, initially tech-focused before transitioning to finance. Full-time trader of stocks, futures, forex and cryptocurrencies for 7+ years. Has evaluated dozens of brokers — 2,000+ hours in systematic reviews. Recognized as an eToro Popular Investor. Emphasizes risk management and disciplined strategy across forex, stocks, indices, commodities, ETFs, CFDs, and crypto."
stephanie-liu,Stephanie Liu,B,73,65,13,Senior Product Manager (writer/contributor),staff,active,,CoinMarketCap,coinmarketcap,T1,91,6,1,coinmarketcap,crypto; blockchain,,,,,15,"New Taipei City, Taiwan",https://www.linkedin.com/in/stephanieliu/,,,,https://coinmarketcap.com/academy/author/stephanie-liu,,,,,,,,,,,,,,,Layer5.5 success; Rule A confirmed linkedin,"Senior Product Manager at CoinMarketCap and contributing writer to CoinMarketCap Academy/Alexandria. In the crypto industry since 2017. Previously COO of CoolBitX (hardware wallet company, Taiwan). 15+ years in internet and information technology industries."
george-sweeney,George Sweeney,B,73,61,20,Content Writer / Freelance Writer — CompareForexBrokers,contributor,active,,CompareForexBrokers,compareforexbrokers,T3,69,1,3,compareforexbrokers; motleyfool; finder,personal-finance; investing; forex; taxes,DipFA,Diploma for Financial Advisers (Level 4),n,DipFA (Level 4 Diploma for Financial Advisers)@The London Institute of Banking and Finance; BA History and American Studies@University of Manchester,,UK,https://www.linkedin.com/in/george-sweeney-dipfa-7543b197/,,,,https://www.compareforexbrokers.com/about-us/george-sweeney/,,,Motley Fool; Yahoo Finance,,,,,,,,,,,L5.5-direct,,"Freelance finance writer focused on educating others in personal finance, trading, tax and investing. Level 4 Diploma for Financial Advisers (DipFA) from The London Institute of Banking and Finance; BA History and American Studies from University of Manchester. Previously worked in property, energy and insurance sectors. Contributes to CompareForexBrokers, The Motley Fool, Yahoo Finance, Freetrade, Finder, MoneyMagpie, Investing In The Web, and Online Mortgage Advisor."
mark-wolfinger,Mark Wolfinger,B,73,62,18,Options Writer / ex-CBOE Market Maker,contributor,active,,The Balance,thebalancemoney,T2,84,2,2,thebalancemoney; investorplace,options; trading-education; investing,,,,,40,,,,,,https://www.thebalancemoney.com/mark-wolfinger-2536414,,,,,The Rookie's Guide to Options; Create Your Own Hedge Fund: Increase Profits and Reduce Risks with ETFs and Options; The Short Book on Options,,,,,,,,,,L1 Rule A. No LinkedIn/X isolatable. 3 books authored + 23 yrs CBOE = strong E-E-A-T (experience vertical).,"Options educator and writer. Former Chicago Board Options Exchange (CBOE) market maker and trader for 23+ years — joined CBOE in 1976 as a market maker on the trading floor and worked there in various roles including floor trader, risk manager and coach for new market makers until 2000. Contributor to The Balance (formerly The Balance Money) and InvestorPlace on options strategy. Published author of multiple books including 'The Rookie's Guide to Options', 'Create Your Own Hedge Fund: Increase Profits and Reduce Risks with ETFs and Options', and 'The Short Book on Options'. Favored strategies: covered calls, naked puts, credit spreads, iron condors."
natasha-langan-moneyweek,Natasha Langan,B,72,59,22,Picture Editor / Property & Travel Writer — MoneyWeek,staff,active,,MoneyWeek,moneyweek,T2,80,1,4,moneyweek; theweek; dailyexpress; dailymail,housing; personal-finance; financial-journalism,,,,BA Politics@Sussex University; Postgraduate Health Promotion@Brighton University,25,United Kingdom,,,https://muckrack.com/natasha-langan,,https://moneyweek.com/author/natasha-langan,,,,,,,,,,,,,,L1 + Rule A,,"Picture Editor and Property/Travel Writer at MoneyWeek magazine. Began freelance journalism in 2000 writing for the Daily Express and Daily Mail, then joined MoneyWeek at its founding to write the property pages and Spending It section, rising to picture editor. Also writes for The Week online. Earlier career included a decade in social care, freelance health research, and sexual health training for the Terrence Higgins Trust and local councils."
ed-ponsi,Ed Ponsi,B,71,59,21,"Premium Speaker, CTA Educator",guest,active,,FXStreet,fxstreet,T2,77,6,1,fxstreet,forex; trading-education,CTA,CTA,n,,19,,,,,,https://about.fxstreet.com/meet-live-video-speaker-ed-ponsi/,,,,,,,,,,,,,,,,"Managing Director of Barchetta Capital Management, President of FXEducator. Guest speaker at FXStreet since 2006. Published author on forex trading education."
bj-johnson,Dr. BJ Johnson,B,71,59,21,Developmental English Editor — Traders Union,editor,active,,TradersUnion,tradersunion,T2,72,3,1,tradersunion,financial-journalism; trading-education,PhD,PhD English Language,n,PhD English Language@U.S. & UK (institutions not disclosed),15,,,,,,https://tradersunion.com/about-us/bj-johnson/,,,,,,,,,,,,,,L7-websearch,tradersunion.com WebFetch timeout; bio recovered from WebSearch snippet + L7,"PhD in English Language with 15+ years of editorial experience. Earned degree in English Language in the U.S. and the UK. Joined Traders Union team in 2020 as Developmental English Editor, contributing to content on trading-related topics across forex, binary, crypto, and broker review verticals. 100+ articles."
dom-farnell,Dom Farnell,B,71,63,13,Co-Founder & Investment Strategy Lead — The Investors Centre,chief,active,,TheInvestorsCentre,theinvestorscentre,T4,35,5,1,theinvestorscentre,investing; broker-safety; forex; crypto; stocks,,,,,11,"Great Whelnetham / Bury St Edmunds, UK",,https://x.com/domfarnell,,,https://www.theinvestorscentre.co.uk/author/dom-farnell/,info@theinvestorscentre.co.uk,y,,,,,,,,,,true,,L5.5-direct + Rule A,,Co-founder and Director of The Investors Centre (launched 2023 with Thomas Drury and Adam Woodhead; grew from WhatsApp group to £3M-valued business). Active retail investor since 2013 (11+ years). Personally tested funded accounts at 40+ brokers. Oversees content strategy and broker vetting methodology; rejected 20+ unregulated offshore brokers during review. Also launched Wolfstone Digital (Bury St Edmunds). Based in the UK.
julie-hawk,Julie Hawk,B,71,60,18,Contributor (forex reviews) — Benzinga; Co-Founder TheFXperts,contributor,active,,Benzinga,benzinga,T2,86,8,1,benzinga,forex; broker-safety; trading-education; interbank-fx,,,,,24,,,,,,https://www.benzinga.com/money/author/jay,,,,,Forex Trading: A Beginner's Guide; Technical Analysis for Financial Markets Traders,,,,,,,,,L7-websearch,"Co-authored record (with Jay Hawk) at Benzinga — byline 'Jay and Julie Hawk'. LinkedIn not isolated (omonym trap, R11).","Co-founder of TheFXperts (financial writing service) with husband Jay Hawk. 40+ years of collective trading expertise and 15+ years of collaborative writing specializing in forex. 12 years as an Interbank dealer, technical analyst, derivative specialist and risk manager; former Vice President at major international banks as a professional interbank forex trader and currency derivative risk manager. Following that: 12+ years as an online forex trader, trading mentor and freelance writer. Co-author of 'Forex Trading: A Beginner's Guide' and 'Technical Analysis for Financial Markets Traders' with Jay Hawk. Contributes broker reviews to Benzinga (verifies and writes forex broker reviews)."
tobias-robinson,Tobias Robinson,B,71,62,15,CEO & Head of Broker Testing Panel — DayTrading.com,chief,active,,DayTrading.com,daytrading,T3,55,0,1,daytrading,broker-safety; forex; cfd; options; futures; regulation,,,,,30,Portugal (prior UK),,,,,https://www.daytrading.com/contributors/tobias-robinson,tobias.robinson@daytrading.com,y,BBC,BBC investigation (digital options),,,,,,,,,,L5.5-direct + Rule A,,"CEO of DayTrading.com with 30+ years of experience in financial services. Oversees editorial, testing panel, and broker reviews across 200+ (publicly stated 500+) brokers. Contributed via CySEC and FCA to the regulatory response regarding digital options and CFD trading in Europe; also contributed to a BBC investigation into digital options. Director of a UK limited company and active trader. Grew up in the UK; currently resides in Portugal with involvement in property development. Quoted in The Mirror, US News, Taylor Press, International Advisor, The Forester, Global Banking & Finance Review, Block Telegraph, Nasdaq."
gerald-segal-fxnewsgroup,Gerald Segal,B,71,63,13,Founder and Managing Editor,executive,active,,FX-News Group,fxnewsgroup,T3,60,0,2,fxnewsgroup; leaprate,forex; retail-trading; b2b-finance; industry-news,MBA,,,MBA@Columbia University; BCOM@University of Toronto,25,Israel,https://www.linkedin.com/in/gerald-segal-5a94095/,,,,https://fxnewsgroup.com/author/gerald/,,,,,,,,500+,2026-04-16,,,,,L1 WebFetch aggregate + Rule A WebSearch,,"One of the most experienced writers covering the online trading sector. Founder and Managing Editor at FX News Group (FNG). Previously founded forex industry B2B news website LeapRate.com in 2010, sold to publicly traded Catena Media plc (STO:CTM) in 2018. Investment banker for more than a decade at Bear Stearns, Robertson Stephens, and Merrill Lynch. Holds an MBA from Columbia University and a BCOM from the University of Toronto. Based in Israel."
vandita-jadeja,Vandita Jadeja,B,70,61,15,Investing and Crypto Writer — Benzinga,staff,active,y,Benzinga,benzinga,T2,86,8,3,benzinga; 247wallst; motleyfool,investing; crypto; stocks; etf,,,,Masters in Accounting and Finance@The Institute of Chartered Accountants of India(2014),10,India,,,,,https://www.benzinga.com/money/author/vanditajadeja,,,,,,,,,,,,,,L7-websearch + Rule A (LinkedIn not surfaced in clean results),,"Expert writer and editor with over a decade of experience in financial journalism. Expertise: research, writing, content strategy, SEO, social media, digital marketing. Based in India. Previous roles: 24/7 Wall St, Scalefluence, The Motley Fool, Superscribe."
